date,region,abbreviation,hpi
2002-10-01,Northeast,PA,278.23
2003-01-01,Northeast,PA,281.4
2003-04-01,Northeast,PA,285.05
2003-07-01,Northeast,PA,290.96
2003-10-01,Northeast,PA,299.6
2004-01-01,Northeast,PA,304.8
2004-04-01,Northeast,PA,312.84
2004-07-01,Northeast,PA,325.74
2004-10-01,Northeast,PA,332.99
2005-01-01,Northeast,PA,340.02
2005-04-01,Northeast,PA,351.63
2005-07-01,Northeast,PA,363.12
2005-10-01,Northeast,PA,370.66
2006-01-01,Northeast,PA,377.34
2006-04-01,Northeast,PA,381.49
2006-07-01,Northeast,PA,385.85
2006-10-01,Northeast,PA,390.36
2007-01-01,Northeast,PA,393.91
2007-04-01,Northeast,PA,395.48
2007-07-01,Northeast,PA,393.69
2007-10-01,Northeast,PA,395.43
2008-01-01,Northeast,PA,398.18
2008-04-01,Northeast,PA,393.22
2008-07-01,Northeast,PA,386.44
2008-10-01,Northeast,PA,385.81
2009-01-01,Northeast,PA,389.72
2009-04-01,Northeast,PA,383.9
2009-07-01,Northeast,PA,376.48
2009-10-01,Northeast,PA,375.17
2010-01-01,Northeast,PA,372.82
2010-04-01,Northeast,PA,370.8
2010-07-01,Northeast,PA,375.15
2010-10-01,Northeast,PA,374.21
2011-01-01,Northeast,PA,368.39
2011-04-01,Northeast,PA,363.46
2011-07-01,Northeast,PA,363.88
2011-10-01,Northeast,PA,365.3
2012-01-01,Northeast,PA,362.19
2012-04-01,Northeast,PA,360.49
2012-07-01,Northeast,PA,362.42
2012-10-01,Northeast,PA,363.59
2013-01-01,Northeast,PA,363.78
2013-04-01,Northeast,PA,365.19
2013-07-01,Northeast,PA,366.76
2013-10-01,Northeast,PA,366.25
2014-01-01,Northeast,PA,366.29
2014-04-01,Northeast,PA,371.13
2014-07-01,Northeast,PA,373.53
2014-10-01,Northeast,PA,374.43
2015-01-01,Northeast,PA,378.3
2015-04-01,Northeast,PA,381.17
2015-07-01,Northeast,PA,382.64
2015-10-01,Northeast,PA,383.51
2016-01-01,Northeast,PA,385.32
2016-04-01,Northeast,PA,391.79
2016-07-01,Northeast,PA,395.82
2016-10-01,Northeast,PA,396.97
2017-01-01,Northeast,PA,398.06
2017-04-01,Northeast,PA,405.83
2017-07-01,Northeast,PA,411.39
2017-10-01,Northeast,PA,413.31
2018-01-01,Northeast,PA,418.01
2018-04-01,Northeast,PA,424.87
2018-07-01,Northeast,PA,428.82
2018-10-01,Northeast,PA,430.06
2019-01-01,Northeast,PA,434.4
2019-04-01,Northeast,PA,443.36
2019-07-01,Northeast,PA,448.88
2019-10-01,Northeast,PA,453.36
2020-01-01,Northeast,PA,458.52
2020-04-01,Northeast,PA,460.44
1975-01-01,Northeast,RI,61.74
1975-04-01,Northeast,RI,65.97
1975-07-01,Northeast,RI,65.44
1975-10-01,Northeast,RI,66.99
1976-01-01,Northeast,RI,65.66
1976-04-01,Northeast,RI,68.71
1976-07-01,Northeast,RI,71.06
1976-10-01,Northeast,RI,69.9
1977-01-01,Northeast,RI,69.54
1977-04-01,Northeast,RI,72.63
1977-07-01,Northeast,RI,75.19
1977-10-01,Northeast,RI,77.07
1978-01-01,Northeast,RI,79.85
1978-04-01,Northeast,RI,82.17
1978-07-01,Northeast,RI,84.02
1978-10-01,Northeast,RI,88.63
1979-01-01,Northeast,RI,90.53
1979-04-01,Northeast,RI,92.19
1979-07-01,Northeast,RI,93.36
1979-10-01,Northeast,RI,100.53
1980-01-01,Northeast,RI,100.0
1980-04-01,Northeast,RI,102.96
1980-07-01,Northeast,RI,102.66
1980-10-01,Northeast,RI,99.7
1981-01-01,Northeast,RI,95.03
1981-04-01,Northeast,RI,106.23
1981-07-01,Northeast,RI,103.7
1981-10-01,Northeast,RI,100.31
1982-01-01,Northeast,RI,103.05
1982-04-01,Northeast,RI,103.55
1982-07-01,Northeast,RI,103.91
1982-10-01,Northeast,RI,108.46
1983-01-01,Northeast,RI,110.12
1983-04-01,Northeast,RI,111.94
1983-07-01,Northeast,RI,119.15
1983-10-01,Northeast,RI,121.11
1984-01-01,Northeast,RI,119.53
1984-04-01,Northeast,RI,121.17
1984-07-01,Northeast,RI,127.09
1984-10-01,Northeast,RI,128.94
1985-01-01,Northeast,RI,131.75
1985-04-01,Northeast,RI,137.93
1985-07-01,Northeast,RI,142.2
1985-10-01,Northeast,RI,151.04
1986-01-01,Northeast,RI,155.12
1986-04-01,Northeast,RI,162.74
1986-07-01,Northeast,RI,174.0
1986-10-01,Northeast,RI,190.2
1987-01-01,Northeast,RI,203.71
1987-04-01,Northeast,RI,215.41
1987-07-01,Northeast,RI,231.69
1987-10-01,Northeast,RI,241.15
1988-01-01,Northeast,RI,249.48
1988-04-01,Northeast,RI,252.54
1988-07-01,Northeast,RI,255.17
1988-10-01,Northeast,RI,257.36
1989-01-01,Northeast,RI,259.55
1989-04-01,Northeast,RI,260.74
1989-07-01,Northeast,RI,266.62
1989-10-01,Northeast,RI,267.73
1990-01-01,Northeast,RI,264.83
1990-04-01,Northeast,RI,260.28
1990-07-01,Northeast,RI,260.71
1990-10-01,Northeast,RI,255.25
1991-01-01,Northeast,RI,256.05
1991-04-01,Northeast,RI,250.44
1991-07-01,Northeast,RI,247.59
1991-10-01,Northeast,RI,250.62
1992-01-01,Northeast,RI,249.23
1992-04-01,Northeast,RI,245.84
1992-07-01,Northeast,RI,245.98
1992-10-01,Northeast,RI,247.03
1993-01-01,Northeast,RI,245.61
1993-04-01,Northeast,RI,245.84
1993-07-01,Northeast,RI,245.08
1993-10-01,Northeast,RI,247.48
1994-01-01,Northeast,RI,246.11
1994-04-01,Northeast,RI,239.87
1994-07-01,Northeast,RI,235.43
1994-10-01,Northeast,RI,232.75
1995-01-01,Northeast,RI,234.58
1995-04-01,Northeast,RI,237.26
1995-07-01,Northeast,RI,241.35
1995-10-01,Northeast,RI,243.44
1996-01-01,Northeast,RI,245.98
1996-04-01,Northeast,RI,241.07
1996-07-01,Northeast,RI,237.44
1996-10-01,Northeast,RI,239.22
1997-01-01,Northeast,RI,240.82
1997-04-01,Northeast,RI,239.18
1997-07-01,Northeast,RI,244.01
1997-10-01,Northeast,RI,247.07
1998-01-01,Northeast,RI,251.07
1998-04-01,Northeast,RI,249.86
1998-07-01,Northeast,RI,252.29
1998-10-01,Northeast,RI,255.19
1999-01-01,Northeast,RI,257.16
1999-04-01,Northeast,RI,259.58
1999-07-01,Northeast,RI,265.09
1999-10-01,Northeast,RI,269.66
2000-01-01,Northeast,RI,278.18
2000-04-01,Northeast,RI,286.79
2000-07-01,Northeast,RI,295.76
2000-10-01,Northeast,RI,301.32
2001-01-01,Northeast,RI,307.27
2001-04-01,Northeast,RI,317.91
2001-07-01,Northeast,RI,330.08
2001-10-01,Northeast,RI,337.06
2002-01-01,Northeast,RI,350.09
2002-04-01,Northeast,RI,367.36
2002-07-01,Northeast,RI,381.22
2002-10-01,Northeast,RI,393.27
2003-01-01,Northeast,RI,404.81
2003-04-01,Northeast,RI,414.48
2003-07-01,Northeast,RI,431.78
2003-10-01,Northeast,RI,459.82
2004-01-01,Northeast,RI,470.81
2004-04-01,Northeast,RI,492.18
2004-07-01,Northeast,RI,527.08
2004-10-01,Northeast,RI,540.21
2005-01-01,Northeast,RI,551.22
2005-04-01,Northeast,RI,573.79
2005-07-01,Northeast,RI,586.64
2005-10-01,Northeast,RI,595.52
2006-01-01,Northeast,RI,601.0
2006-04-01,Northeast,RI,601.18
2006-07-01,Northeast,RI,599.28
2006-10-01,Northeast,RI,599.2
2007-01-01,Northeast,RI,598.91
2007-04-01,Northeast,RI,587.76
2007-07-01,Northeast,RI,576.78
2007-10-01,Northeast,RI,574.09
2008-01-01,Northeast,RI,567.78
2008-04-01,Northeast,RI,545.16
2008-07-01,Northeast,RI,520.43
2008-10-01,Northeast,RI,514.36
2009-01-01,Northeast,RI,517.34
2009-04-01,Northeast,RI,494.08
2009-07-01,Northeast,RI,481.79
2009-10-01,Northeast,RI,482.11
2010-01-01,Northeast,RI,474.0
2010-04-01,Northeast,RI,467.39
2010-07-01,Northeast,RI,474.45
2010-10-01,Northeast,RI,473.26
2011-01-01,Northeast,RI,461.71
2011-04-01,Northeast,RI,446.25
2011-07-01,Northeast,RI,447.38
2011-10-01,Northeast,RI,450.29
2012-01-01,Northeast,RI,443.53
2012-04-01,Northeast,RI,435.24
2012-07-01,Northeast,RI,437.03
2012-10-01,Northeast,RI,439.35
2013-01-01,Northeast,RI,437.2
2013-04-01,Northeast,RI,437.79
2013-07-01,Northeast,RI,438.76
2013-10-01,Northeast,RI,435.91
2014-01-01,Northeast,RI,438.4
2014-04-01,Northeast,RI,445.82
2014-07-01,Northeast,RI,453.61
2014-10-01,Northeast,RI,456.63
2015-01-01,Northeast,RI,459.93
2015-04-01,Northeast,RI,469.59
2015-07-01,Northeast,RI,471.56
2015-10-01,Northeast,RI,475.06
2016-01-01,Northeast,RI,475.68
2016-04-01,Northeast,RI,486.89
2016-07-01,Northeast,RI,494.21
2016-10-01,Northeast,RI,503.86
2017-01-01,Northeast,RI,507.4
2017-04-01,Northeast,RI,518.5
2017-07-01,Northeast,RI,528.58
2017-10-01,Northeast,RI,534.64
2018-01-01,Northeast,RI,545.44
2018-04-01,Northeast,RI,554.36
2018-07-01,Northeast,RI,562.01
2018-10-01,Northeast,RI,564.77
2019-01-01,Northeast,RI,568.66
2019-04-01,Northeast,RI,579.88
2019-07-01,Northeast,RI,586.92
2019-10-01,Northeast,RI,595.01
2020-01-01,Northeast,RI,599.17
2020-04-01,Northeast,RI,605.06
1975-01-01,South,SC,75.12
1975-04-01,South,SC,70.25
1975-07-01,South,SC,72.22
1975-10-01,South,SC,69.58
1976-01-01,South,SC,70.47
1976-04-01,South,SC,77.6
1976-07-01,South,SC,76.52
1976-10-01,South,SC,75.84
1977-01-01,South,SC,75.46
1977-04-01,South,SC,79.49
1977-07-01,South,SC,81.4
1977-10-01,South,SC,82.6
1978-01-01,South,SC,82.23
1978-04-01,South,SC,86.83
1978-07-01,South,SC,88.4
1978-10-01,South,SC,89.9
1979-01-01,South,SC,93.84
1979-04-01,South,SC,95.96
1979-07-01,South,SC,97.66
1979-10-01,South,SC,100.27
1980-01-01,South,SC,100.0
1980-04-01,South,SC,103.78
1980-07-01,South,SC,109.38
1980-10-01,South,SC,105.68
1981-01-01,South,SC,112.43
1981-04-01,South,SC,115.4
1981-07-01,South,SC,117.85
1981-10-01,South,SC,115.68
1982-01-01,South,SC,119.14
1982-04-01,South,SC,118.38
1982-07-01,South,SC,120.53
1982-10-01,South,SC,120.73
1983-01-01,South,SC,123.56
1983-04-01,South,SC,121.15
1983-07-01,South,SC,124.2
1983-10-01,South,SC,120.6
1984-01-01,South,SC,127.01
1984-04-01,South,SC,125.87
1984-07-01,South,SC,123.21
1984-10-01,South,SC,127.54
1985-01-01,South,SC,130.92
1985-04-01,South,SC,131.13
1985-07-01,South,SC,132.0
1985-10-01,South,SC,132.29
1986-01-01,South,SC,135.53
1986-04-01,South,SC,136.56
1986-07-01,South,SC,138.4
1986-10-01,South,SC,140.54
1987-01-01,South,SC,143.28
1987-04-01,South,SC,144.69
1987-07-01,South,SC,144.76
1987-10-01,South,SC,145.43
1988-01-01,South,SC,147.9
1988-04-01,South,SC,150.09
1988-07-01,South,SC,151.22
1988-10-01,South,SC,151.69
1989-01-01,South,SC,154.15
1989-04-01,South,SC,154.26
1989-07-01,South,SC,157.78
1989-10-01,South,SC,158.12
1990-01-01,South,SC,159.77
1990-04-01,South,SC,161.18
1990-07-01,South,SC,162.42
1990-10-01,South,SC,161.58
1991-01-01,South,SC,163.42
1991-04-01,South,SC,164.96
1991-07-01,South,SC,165.87
1991-10-01,South,SC,168.55
1992-01-01,South,SC,169.39
1992-04-01,South,SC,169.68
1992-07-01,South,SC,172.2
1992-10-01,South,SC,172.91
1993-01-01,South,SC,173.11
1993-04-01,South,SC,174.77
1993-07-01,South,SC,176.88
1993-10-01,South,SC,177.6
1994-01-01,South,SC,178.57
1994-04-01,South,SC,179.9
1994-07-01,South,SC,180.56
1994-10-01,South,SC,181.23
1995-01-01,South,SC,182.72
1995-04-01,South,SC,184.94
1995-07-01,South,SC,187.33
1995-10-01,South,SC,189.58
1996-01-01,South,SC,192.29
1996-04-01,South,SC,193.25
1996-07-01,South,SC,194.59
1996-10-01,South,SC,197.53
1997-01-01,South,SC,198.82
1997-04-01,South,SC,201.07
1997-07-01,South,SC,204.52
1997-10-01,South,SC,207.29
1998-01-01,South,SC,210.36
1998-04-01,South,SC,212.67
1998-07-01,South,SC,215.74
1998-10-01,South,SC,218.63
1999-01-01,South,SC,221.68
1999-04-01,South,SC,224.75
1999-07-01,South,SC,227.01
1999-10-01,South,SC,228.92
2000-01-01,South,SC,231.24
2000-04-01,South,SC,234.15
2000-07-01,South,SC,236.98
2000-10-01,South,SC,240.16
2001-01-01,South,SC,246.4
2001-04-01,South,SC,249.22
2001-07-01,South,SC,251.12
2001-10-01,South,SC,253.98
2002-01-01,South,SC,255.5
2002-04-01,South,SC,256.96
2002-07-01,South,SC,260.96
2002-10-01,South,SC,263.22
2003-01-01,South,SC,264.71
2003-04-01,South,SC,267.34
2003-07-01,South,SC,268.89
2003-10-01,South,SC,271.48
2004-01-01,South,SC,274.61
2004-04-01,South,SC,276.92
2004-07-01,South,SC,282.26
2004-10-01,South,SC,287.38
2005-01-01,South,SC,292.48
2005-04-01,South,SC,297.56
2005-07-01,South,SC,304.99
2005-10-01,South,SC,311.69
2006-01-01,South,SC,316.15
2006-04-01,South,SC,321.21
2006-07-01,South,SC,326.01
2006-10-01,South,SC,334.36
2007-01-01,South,SC,336.41
2007-04-01,South,SC,338.66
2007-07-01,South,SC,338.39
2007-10-01,South,SC,342.96
2008-01-01,South,SC,345.33
2008-04-01,South,SC,343.38
2008-07-01,South,SC,337.12
2008-10-01,South,SC,338.08
2009-01-01,South,SC,342.27
2009-04-01,South,SC,337.91
2009-07-01,South,SC,327.69
2009-10-01,South,SC,324.13
2010-01-01,South,SC,319.81
2010-04-01,South,SC,314.91
2010-07-01,South,SC,319.14
2010-10-01,South,SC,316.57
2011-01-01,South,SC,308.2
2011-04-01,South,SC,300.81
2011-07-01,South,SC,303.39
2011-10-01,South,SC,306.47
2012-01-01,South,SC,301.48
2012-04-01,South,SC,299.99
2012-07-01,South,SC,302.41
2012-10-01,South,SC,302.53
2013-01-01,South,SC,302.16
2013-04-01,South,SC,303.21
2013-07-01,South,SC,303.71
2013-10-01,South,SC,302.92
2014-01-01,South,SC,304.23
2014-04-01,South,SC,309.61
2014-07-01,South,SC,313.2
2014-10-01,South,SC,315.36
2015-01-01,South,SC,321.18
2015-04-01,South,SC,325.16
2015-07-01,South,SC,328.4
2015-10-01,South,SC,332.07
2016-01-01,South,SC,335.99
2016-04-01,South,SC,341.38
2016-07-01,South,SC,348.94
2016-10-01,South,SC,350.14
2017-01-01,South,SC,354.06
2017-04-01,South,SC,361.21
2017-07-01,South,SC,368.3
2017-10-01,South,SC,371.53
2018-01-01,South,SC,379.41
2018-04-01,South,SC,384.66
2018-07-01,South,SC,390.84
2018-10-01,South,SC,393.8
2019-01-01,South,SC,398.42
2019-04-01,South,SC,407.59
2019-07-01,South,SC,412.21
2019-10-01,South,SC,417.9
2020-01-01,South,SC,423.4
2020-04-01,South,SC,425.28
1975-01-01,Midwest,SD,69.17
1975-04-01,Midwest,SD,71.37
1975-07-01,Midwest,SD,64.58
1975-10-01,Midwest,SD,61.26
1976-01-01,Midwest,SD,62.94
1976-04-01,Midwest,SD,64.12
1976-07-01,Midwest,SD,71.15
1976-10-01,Midwest,SD,66.44
1977-01-01,Midwest,SD,62.13
1977-04-01,Midwest,SD,70.08
1977-07-01,Midwest,SD,78.34
1977-10-01,Midwest,SD,81.39
1978-01-01,Midwest,SD,76.93
1978-04-01,Midwest,SD,83.87
1978-07-01,Midwest,SD,86.09
1978-10-01,Midwest,SD,85.22
1979-01-01,Midwest,SD,88.71
1979-04-01,Midwest,SD,91.62
1979-07-01,Midwest,SD,99.19
1979-10-01,Midwest,SD,90.67
1980-01-01,Midwest,SD,100.0
1980-04-01,Midwest,SD,107.04
1980-07-01,Midwest,SD,101.16
1980-10-01,Midwest,SD,97.27
1981-01-01,Midwest,SD,92.24
1981-04-01,Midwest,SD,98.56
1981-07-01,Midwest,SD,104.04
1981-10-01,Midwest,SD,86.88
1982-01-01,Midwest,SD,68.83
1982-04-01,Midwest,SD,109.83
1982-07-01,Midwest,SD,107.51
1982-10-01,Midwest,SD,119.03
1983-01-01,Midwest,SD,93.69
1983-04-01,Midwest,SD,121.47
1983-07-01,Midwest,SD,100.1
1983-10-01,Midwest,SD,99.03
1984-01-01,Midwest,SD,113.63
1984-04-01,Midwest,SD,109.73
1984-07-01,Midwest,SD,117.9
1984-10-01,Midwest,SD,107.03
1985-01-01,Midwest,SD,110.75
1985-04-01,Midwest,SD,108.98
1985-07-01,Midwest,SD,112.95
1985-10-01,Midwest,SD,112.93
1986-01-01,Midwest,SD,116.89
1986-04-01,Midwest,SD,117.98
1986-07-01,Midwest,SD,114.3
1986-10-01,Midwest,SD,117.0
1987-01-01,Midwest,SD,120.85
1987-04-01,Midwest,SD,118.43
1987-07-01,Midwest,SD,117.62
1987-10-01,Midwest,SD,119.15
1988-01-01,Midwest,SD,115.38
1988-04-01,Midwest,SD,115.59
1988-07-01,Midwest,SD,118.59
1988-10-01,Midwest,SD,117.44
1989-01-01,Midwest,SD,120.7
1989-04-01,Midwest,SD,117.13
1989-07-01,Midwest,SD,121.96
1989-10-01,Midwest,SD,119.13
1990-01-01,Midwest,SD,120.18
1990-04-01,Midwest,SD,125.45
1990-07-01,Midwest,SD,126.17
1990-10-01,Midwest,SD,125.09
1991-01-01,Midwest,SD,128.22
1991-04-01,Midwest,SD,131.57
1991-07-01,Midwest,SD,130.48
1991-10-01,Midwest,SD,132.97
1992-01-01,Midwest,SD,136.49
1992-04-01,Midwest,SD,136.53
1992-07-01,Midwest,SD,140.49
1992-10-01,Midwest,SD,142.16
1993-01-01,Midwest,SD,143.59
1993-04-01,Midwest,SD,147.36
1993-07-01,Midwest,SD,150.03
1993-10-01,Midwest,SD,152.27
1994-01-01,Midwest,SD,155.95
1994-04-01,Midwest,SD,158.05
1994-07-01,Midwest,SD,159.44
1994-10-01,Midwest,SD,162.85
1995-01-01,Midwest,SD,160.4
1995-04-01,Midwest,SD,166.27
1995-07-01,Midwest,SD,167.19
1995-10-01,Midwest,SD,170.24
1996-01-01,Midwest,SD,173.09
1996-04-01,Midwest,SD,172.38
1996-07-01,Midwest,SD,174.91
1996-10-01,Midwest,SD,173.95
1997-01-01,Midwest,SD,176.53
1997-04-01,Midwest,SD,179.86
1997-07-01,Midwest,SD,181.6
1997-10-01,Midwest,SD,184.13
1998-01-01,Midwest,SD,186.78
1998-04-01,Midwest,SD,187.58
1998-07-01,Midwest,SD,189.05
1998-10-01,Midwest,SD,188.85
1999-01-01,Midwest,SD,191.85
1999-04-01,Midwest,SD,194.29
1999-07-01,Midwest,SD,195.16
1999-10-01,Midwest,SD,196.29
2000-01-01,Midwest,SD,197.44
2000-04-01,Midwest,SD,201.23
2000-07-01,Midwest,SD,204.77
2000-10-01,Midwest,SD,204.92
2001-01-01,Midwest,SD,209.33
2001-04-01,Midwest,SD,212.38
2001-07-01,Midwest,SD,214.29
2001-10-01,Midwest,SD,215.23
2002-01-01,Midwest,SD,218.2
2002-04-01,Midwest,SD,221.14
2002-07-01,Midwest,SD,223.76
2002-10-01,Midwest,SD,225.09
2003-01-01,Midwest,SD,227.09
2003-04-01,Midwest,SD,228.32
2003-07-01,Midwest,SD,232.51
2003-10-01,Midwest,SD,237.32
2004-01-01,Midwest,SD,237.96
2004-04-01,Midwest,SD,242.29
2004-07-01,Midwest,SD,247.08
2004-10-01,Midwest,SD,250.48
2005-01-01,Midwest,SD,254.24
2005-04-01,Midwest,SD,260.18
2005-07-01,Midwest,SD,264.01
2005-10-01,Midwest,SD,268.23
2006-01-01,Midwest,SD,268.29
2006-04-01,Midwest,SD,272.49
2006-07-01,Midwest,SD,277.11
2006-10-01,Midwest,SD,278.17
2007-01-01,Midwest,SD,281.04
2007-04-01,Midwest,SD,283.74
2007-07-01,Midwest,SD,285.67
2007-10-01,Midwest,SD,287.93
2008-01-01,Midwest,SD,291.22
2008-04-01,Midwest,SD,291.63
2008-07-01,Midwest,SD,291.27
2008-10-01,Midwest,SD,293.35
2009-01-01,Midwest,SD,295.83
2009-04-01,Midwest,SD,294.64
2009-07-01,Midwest,SD,291.22
2009-10-01,Midwest,SD,290.25
2010-01-01,Midwest,SD,288.3
2010-04-01,Midwest,SD,287.91
2010-07-01,Midwest,SD,292.28
2010-10-01,Midwest,SD,292.62
2011-01-01,Midwest,SD,290.69
2011-04-01,Midwest,SD,288.52
2011-07-01,Midwest,SD,291.26
2011-10-01,Midwest,SD,292.89
2012-01-01,Midwest,SD,292.98
2012-04-01,Midwest,SD,294.24
2012-07-01,Midwest,SD,295.72
2012-10-01,Midwest,SD,299.87
2013-01-01,Midwest,SD,302.65
2013-04-01,Midwest,SD,304.14
2013-07-01,Midwest,SD,308.22
2013-10-01,Midwest,SD,309.37
2014-01-01,Midwest,SD,309.39
2014-04-01,Midwest,SD,314.26
2014-07-01,Midwest,SD,316.81
2014-10-01,Midwest,SD,320.15
2015-01-01,Midwest,SD,322.51
2015-04-01,Midwest,SD,327.22
2015-07-01,Midwest,SD,331.09
2015-10-01,Midwest,SD,334.32
2016-01-01,Midwest,SD,337.45
2016-04-01,Midwest,SD,340.62
2016-07-01,Midwest,SD,347.37
2016-10-01,Midwest,SD,349.78
2017-01-01,Midwest,SD,352.74
2017-04-01,Midwest,SD,361.13
2017-07-01,Midwest,SD,366.07
2017-10-01,Midwest,SD,368.93
2018-01-01,Midwest,SD,372.23
2018-04-01,Midwest,SD,377.4
2018-07-01,Midwest,SD,382.95
2018-10-01,Midwest,SD,387.16
2019-01-01,Midwest,SD,389.25
2019-04-01,Midwest,SD,395.15
2019-07-01,Midwest,SD,400.82
2019-10-01,Midwest,SD,406.4
2020-01-01,Midwest,SD,408.11
2020-04-01,Midwest,SD,411.52
1975-01-01,South,TN,67.89
1975-04-01,South,TN,68.32
1975-07-01,South,TN,67.41
1975-10-01,South,TN,70.77
1976-01-01,South,TN,69.68
1976-04-01,South,TN,68.41
1976-07-01,South,TN,70.89
1976-10-01,South,TN,71.59
1977-01-01,South,TN,75.2
1977-04-01,South,TN,77.43
1977-07-01,South,TN,77.7
1977-10-01,South,TN,79.35
1978-01-01,South,TN,84.82
1978-04-01,South,TN,83.55
1978-07-01,South,TN,87.06
1978-10-01,South,TN,90.08
1979-01-01,South,TN,91.62
1979-04-01,South,TN,91.86
1979-07-01,South,TN,96.69
1979-10-01,South,TN,96.31
1980-01-01,South,TN,100.0
1980-04-01,South,TN,100.19
1980-07-01,South,TN,99.66
1980-10-01,South,TN,100.05
1981-01-01,South,TN,97.14
1981-04-01,South,TN,106.39
1981-07-01,South,TN,108.6
1981-10-01,South,TN,106.43
1982-01-01,South,TN,106.43
1982-04-01,South,TN,105.84
1982-07-01,South,TN,106.27
1982-10-01,South,TN,107.45
1983-01-01,South,TN,110.76
1983-04-01,South,TN,110.99
1983-07-01,South,TN,112.38
1983-10-01,South,TN,113.54
1984-01-01,South,TN,110.84
1984-04-01,South,TN,116.6
1984-07-01,South,TN,110.46
1984-10-01,South,TN,119.16
1985-01-01,South,TN,121.08
1985-04-01,South,TN,122.07
1985-07-01,South,TN,124.34
1985-10-01,South,TN,125.85
1986-01-01,South,TN,128.59
1986-04-01,South,TN,130.61
1986-07-01,South,TN,132.73
1986-10-01,South,TN,134.61
1987-01-01,South,TN,138.09
1987-04-01,South,TN,140.6
1987-07-01,South,TN,140.87
1987-10-01,South,TN,142.94
1988-01-01,South,TN,144.05
1988-04-01,South,TN,144.58
1988-07-01,South,TN,144.62
1988-10-01,South,TN,144.31
1989-01-01,South,TN,145.27
1989-04-01,South,TN,146.24
1989-07-01,South,TN,146.8
1989-10-01,South,TN,147.05
1990-01-01,South,TN,147.42
1990-04-01,South,TN,147.22
1990-07-01,South,TN,147.02
1990-10-01,South,TN,146.49
1991-01-01,South,TN,147.88
1991-04-01,South,TN,148.59
1991-07-01,South,TN,148.78
1991-10-01,South,TN,151.28
1992-01-01,South,TN,152.6
1992-04-01,South,TN,152.08
1992-07-01,South,TN,155.55
1992-10-01,South,TN,155.3
1993-01-01,South,TN,156.03
1993-04-01,South,TN,158.13
1993-07-01,South,TN,160.21
1993-10-01,South,TN,161.82
1994-01-01,South,TN,163.56
1994-04-01,South,TN,165.86
1994-07-01,South,TN,168.2
1994-10-01,South,TN,169.38
1995-01-01,South,TN,171.85
1995-04-01,South,TN,175.15
1995-07-01,South,TN,177.72
1995-10-01,South,TN,180.33
1996-01-01,South,TN,183.17
1996-04-01,South,TN,184.92
1996-07-01,South,TN,187.08
1996-10-01,South,TN,188.73
1997-01-01,South,TN,191.11
1997-04-01,South,TN,192.83
1997-07-01,South,TN,195.26
1997-10-01,South,TN,197.97
1998-01-01,South,TN,201.51
1998-04-01,South,TN,203.03
1998-07-01,South,TN,205.58
1998-10-01,South,TN,207.9
1999-01-01,South,TN,209.86
1999-04-01,South,TN,210.43
1999-07-01,South,TN,211.62
1999-10-01,South,TN,212.5
2000-01-01,South,TN,214.39
2000-04-01,South,TN,215.53
2000-07-01,South,TN,217.73
2000-10-01,South,TN,219.76
2001-01-01,South,TN,225.13
2001-04-01,South,TN,226.32
2001-07-01,South,TN,227.74
2001-10-01,South,TN,230.46
2002-01-01,South,TN,231.51
2002-04-01,South,TN,231.95
2002-07-01,South,TN,235.33
2002-10-01,South,TN,237.39
2003-01-01,South,TN,238.99
2003-04-01,South,TN,241.0
2003-07-01,South,TN,242.58
2003-10-01,South,TN,245.24
2004-01-01,South,TN,247.18
2004-04-01,South,TN,249.99
2004-07-01,South,TN,253.61
2004-10-01,South,TN,256.66
2005-01-01,South,TN,260.23
2005-04-01,South,TN,265.86
2005-07-01,South,TN,271.18
2005-10-01,South,TN,275.58
2006-01-01,South,TN,280.08
2006-04-01,South,TN,285.49
2006-07-01,South,TN,289.01
2006-10-01,South,TN,294.5
2007-01-01,South,TN,297.28
2007-04-01,South,TN,300.87
2007-07-01,South,TN,301.16
2007-10-01,South,TN,303.26
2008-01-01,South,TN,304.51
2008-04-01,South,TN,303.32
2008-07-01,South,TN,298.79
2008-10-01,South,TN,300.03
2009-01-01,South,TN,302.62
2009-04-01,South,TN,299.49
2009-07-01,South,TN,292.6
2009-10-01,South,TN,289.71
2010-01-01,South,TN,286.88
2010-04-01,South,TN,285.68
2010-07-01,South,TN,289.62
2010-10-01,South,TN,287.53
2011-01-01,South,TN,280.66
2011-04-01,South,TN,277.1
2011-07-01,South,TN,280.38
2011-10-01,South,TN,281.04
2012-01-01,South,TN,278.56
2012-04-01,South,TN,277.51
2012-07-01,South,TN,280.42
2012-10-01,South,TN,281.07
2013-01-01,South,TN,281.18
2013-04-01,South,TN,284.0
2013-07-01,South,TN,284.64
2013-10-01,South,TN,286.49
2014-01-01,South,TN,288.24
2014-04-01,South,TN,293.99
2014-07-01,South,TN,296.33
2014-10-01,South,TN,300.54
2015-01-01,South,TN,303.05
2015-04-01,South,TN,306.71
2015-07-01,South,TN,312.28
2015-10-01,South,TN,314.83
2016-01-01,South,TN,319.0
2016-04-01,South,TN,325.67
2016-07-01,South,TN,331.43
2016-10-01,South,TN,336.2
2017-01-01,South,TN,339.64
2017-04-01,South,TN,348.56
2017-07-01,South,TN,356.21
2017-10-01,South,TN,361.05
2018-01-01,South,TN,367.02
2018-04-01,South,TN,376.03
2018-07-01,South,TN,381.21
